participant_id	age	sex	group
sub-1746	33.0	female	n/a
sub-1747	26.0	male	n/a
sub-1748	n/a	female	n/a
sub-1749	29.0	female	n/a
sub-1750	35.0	female	n/a
sub-1751	52.0	female	n/a
sub-1752	27.0	female	n/a
sub-1753	46.0	male	n/a
sub-1754	64.0	female	n/a
sub-1755	n/a	female	n/a
sub-1756	54.0	female	n/a
sub-1757	n/a	female	n/a
sub-1758	50.0	male	n/a
sub-1759	39.0	female	n/a
sub-1760	57.0	female	n/a
sub-1761	59.0	male	n/a
sub-1762	17.0	female	n/a
sub-1763	38.0	female	n/a
sub-1764	48.0	female	n/a
sub-1765	32.0	female	n/a
sub-1766	41.0	female	n/a
sub-1767	52.0	female	n/a
sub-1768	78.0	female	n/a
sub-1769	12.0	female	n/a
sub-1770	41.0	female	n/a
sub-1771	34.0	female	n/a
sub-1772	n/a	male	n/a
sub-1773	47.0	female	n/a
sub-1774	29.0	male	n/a
sub-1775	27.0	male	n/a
sub-1776	18.0	female	n/a
sub-1777	n/a	female	n/a
sub-1778	71.0	female	n/a
sub-1779	n/a	female	n/a
sub-1780	n/a	female	n/a
sub-1781	54.0	male	n/a
sub-1782	n/a	female	n/a
sub-1783	60.0	male	n/a
sub-1784	n/a	female	n/a
sub-1785	28.0	male	n/a
sub-1786	36.0	female	n/a
sub-1787	21.0	female	n/a
sub-1788	n/a	female	n/a
sub-1789	n/a	female	n/a
sub-1790	28.0	female	n/a
sub-1791	38.0	male	n/a
sub-1792	16.0	female	n/a
sub-1793	75.0	female	n/a
sub-1794	14.0	female	n/a
sub-1795	50.0	female	n/a
sub-1796	49.0	female	n/a
sub-1797	51.0	female	n/a
sub-1798	29.0	female	n/a
sub-1799	n/a	male	n/a
sub-1800	n/a	male	n/a
sub-1801	36.0	female	n/a
sub-1802	30.0	female	n/a
sub-1803	62.0	male	n/a
sub-1804	n/a	female	n/a
sub-1805	49.0	female	n/a
sub-1806	52.0	female	n/a
sub-1807	14.0	female	n/a
sub-1808	72.0	female	n/a
sub-1809	33.0	male	n/a
sub-1810	29.0	female	n/a
sub-1811	61.0	female	n/a
sub-1812	n/a	female	n/a
sub-1813	51.0	female	n/a
sub-1814	32.0	female	n/a
sub-1815	76.0	female	n/a
sub-1816	57.0	female	n/a
sub-1817	37.0	female	n/a
sub-1818	n/a	female	n/a
sub-1819	n/a	female	n/a
sub-1820	n/a	female	n/a
sub-1821	n/a	female	n/a
sub-1822	16.0	male	n/a
sub-1823	n/a	male	n/a
sub-1824	37.0	female	n/a
sub-1825	42.0	female	n/a
sub-1826	n/a	female	n/a
sub-1827	17.0	female	n/a
sub-1828	58.0	female	n/a
sub-1829	n/a	female	n/a
sub-1830	53.0	female	n/a
sub-1831	50.0	female	n/a
sub-1832	56.0	female	n/a
sub-1833	19.0	male	n/a
sub-1834	45.0	female	n/a
sub-1835	n/a	female	n/a
sub-1836	44.0	female	n/a
sub-1837	54.0	female	n/a
sub-1838	59.0	female	n/a
sub-1839	46.0	female	n/a
sub-1840	47.0	female	n/a
sub-1841	12.0	female	n/a
sub-1842	43.0	female	n/a
sub-1843	n/a	female	n/a
sub-1844	37.0	female	n/a
sub-1845	42.0	male	n/a
sub-1846	n/a	female	n/a
sub-1847	n/a	female	n/a
sub-1848	37.0	female	n/a
sub-1849	38.0	female	n/a
sub-1850	59.0	female	n/a
sub-1851	83.0	male	n/a
sub-1852	n/a	female	n/a
sub-1853	63.0	female	n/a
sub-1854	49.0	female	n/a
sub-1855	35.0	female	n/a
sub-1856	57.0	female	n/a
sub-1857	n/a	male	n/a
sub-1858	45.0	female	n/a
sub-1859	n/a	female	n/a
sub-1860	31.0	male	n/a
sub-1861	18.0	female	n/a
sub-1862	65.0	female	n/a
sub-1863	47.0	female	n/a
sub-1864	36.0	female	n/a
sub-1865	n/a	female	n/a
sub-1866	75.0	female	n/a
sub-1867	n/a	female	n/a
sub-1868	n/a	female	n/a
sub-1869	n/a	female	n/a
sub-1870	37.0	female	n/a
sub-1871	n/a	female	n/a
sub-1872	28.0	female	n/a
sub-1873	57.0	female	n/a
sub-1874	n/a	female	n/a
sub-1875	n/a	male	n/a
sub-1876	13.0	female	n/a
sub-1877	62.0	female	n/a
sub-1878	22.0	male	n/a
sub-1879	48.0	male	n/a
sub-1880	49.0	female	n/a
sub-1881	n/a	male	n/a
sub-1882	72.0	female	n/a
sub-1883	44.0	female	n/a
sub-1884	69.0	female	n/a
sub-1885	n/a	female	n/a
sub-1886	53.0	male	n/a
sub-1887	68.0	male	n/a
sub-1888	24.0	female	n/a
sub-1889	n/a	female	n/a
sub-1890	n/a	female	n/a
sub-1891	n/a	female	n/a
sub-1892	44.0	female	n/a
sub-1893	n/a	female	n/a
sub-1894	13.0	female	n/a
sub-1895	46.0	female	n/a
sub-1896	38.0	male	n/a
sub-1897	59.0	female	n/a
sub-1898	38.0	female	n/a
sub-1899	72.0	female	n/a
sub-1900	36.0	female	n/a
sub-1901	38.0	female	n/a
sub-1902	66.0	female	n/a
sub-1903	7.0	female	n/a
sub-1904	61.0	female	n/a
sub-1905	n/a	female	n/a
sub-1906	n/a	female	n/a
sub-1907	36.0	female	n/a
sub-1908	46.0	female	n/a
sub-1909	67.0	female	n/a
sub-1910	68.0	female	n/a
sub-1911	n/a	male	n/a
sub-1912	45.0	female	n/a
sub-1913	37.0	male	n/a
sub-1914	62.0	male	n/a
sub-1915	66.0	female	n/a
sub-1916	38.0	female	n/a
sub-1917	50.0	female	n/a
sub-1918	39.0	female	n/a
sub-1919	n/a	female	n/a
sub-1920	8.0	female	n/a
sub-1921	50.0	female	n/a
sub-1922	36.0	female	n/a
sub-1923	n/a	male	n/a
sub-1924	49.0	female	n/a
sub-1925	52.0	female	n/a
sub-1926	n/a	female	n/a
sub-1927	39.0	female	n/a
sub-1928	57.0	male	n/a
sub-1929	53.0	male	n/a
sub-1930	n/a	male	n/a
sub-1931	32.0	male	n/a
sub-1932	61.0	male	n/a
sub-1933	56.0	female	n/a
sub-1934	42.0	male	n/a
sub-1935	30.0	male	n/a
sub-1936	59.0	male	n/a
sub-1937	42.0	female	n/a
sub-1938	37.0	female	n/a
sub-1939	13.0	male	n/a
sub-1940	30.0	female	n/a
sub-1941	44.0	female	n/a
sub-1942	n/a	female	n/a
sub-1943	36.0	male	n/a
sub-1944	n/a	female	n/a
sub-1945	41.0	female	n/a
sub-1946	26.0	female	n/a
sub-1947	39.0	female	n/a
sub-1948	52.0	female	n/a
sub-1949	n/a	female	n/a
sub-1950	57.0	male	n/a
sub-1951	n/a	female	n/a
sub-1952	15.0	female	n/a
sub-1953	34.0	female	n/a
sub-1954	88.0	male	n/a
sub-1955	20.0	male	n/a
sub-1956	n/a	male	n/a
sub-1957	68.0	male	n/a
sub-1958	36.0	female	n/a
sub-1959	65.0	male	n/a
sub-1960	21.0	female	n/a
sub-1961	n/a	female	n/a
sub-1962	21.0	female	n/a
sub-1963	19.0	female	n/a
sub-1964	32.0	female	n/a
sub-1965	47.0	female	n/a
sub-1966	36.0	female	n/a
sub-1967	34.0	female	n/a
sub-1968	20.0	female	n/a
sub-1969	58.0	female	n/a
sub-1970	30.0	female	n/a
sub-1971	65.0	female	n/a
sub-1972	n/a	male	n/a
sub-1973	71.0	female	n/a
sub-1974	47.0	male	n/a
sub-1975	64.0	female	n/a
sub-1976	68.0	male	n/a
sub-1977	65.0	female	n/a
sub-1978	41.0	female	n/a
sub-1979	63.0	male	n/a
sub-1980	19.0	female	n/a
sub-1981	51.0	female	n/a
sub-1982	56.0	male	n/a
sub-1983	34.0	female	n/a
sub-1984	n/a	female	n/a
sub-1985	46.0	female	n/a
sub-1986	n/a	female	n/a
sub-1987	20.0	male	n/a
sub-1988	n/a	female	n/a
sub-1989	50.0	female	n/a
sub-1990	n/a	female	n/a
sub-1991	52.0	female	n/a
sub-1992	73.0	male	n/a
sub-1993	50.0	female	n/a
sub-1994	22.0	male	n/a
sub-1995	68.0	female	n/a
sub-1996	38.0	male	n/a
sub-1997	64.0	male	n/a
sub-1998	68.0	male	n/a
sub-1999	44.0	female	n/a
sub-2000	n/a	male	n/a
sub-2001	66.0	female	n/a
sub-2002	45.0	female	n/a
sub-2003	47.0	female	n/a
sub-2004	54.0	female	n/a
sub-2005	69.0	female	n/a
sub-2006	n/a	female	n/a
sub-2007	n/a	female	n/a
sub-2008	46.0	female	n/a
sub-2009	58.0	male	n/a
sub-2010	41.0	female	n/a
sub-2011	n/a	female	n/a
sub-2012	n/a	female	n/a
sub-2013	36.0	female	n/a
sub-2014	36.0	male	n/a
sub-2015	n/a	female	n/a
sub-2016	60.0	female	n/a
sub-2017	41.0	female	n/a
sub-2018	38.0	female	n/a
sub-2019	61.0	female	n/a
sub-2020	n/a	male	n/a
sub-2021	73.0	female	n/a
sub-2022	n/a	female	n/a
sub-2023	15.0	female	n/a
sub-2024	n/a	male	n/a
sub-2025	n/a	female	n/a
sub-2026	36.0	female	n/a
sub-2027	n/a	female	n/a
sub-2028	n/a	female	n/a
sub-2029	32.0	female	n/a
sub-2030	19.0	female	n/a
sub-2031	n/a	male	n/a
sub-2032	61.0	female	n/a
sub-2033	58.0	female	n/a
sub-2034	n/a	male	n/a
sub-2035	63.0	female	n/a
sub-2036	30.0	male	n/a
sub-2037	36.0	female	n/a
sub-2038	54.0	female	n/a
sub-2039	n/a	female	n/a
sub-2040	59.0	female	n/a
sub-2041	43.0	male	n/a
sub-2042	46.0	female	n/a
sub-2043	36.0	female	n/a
sub-2044	56.0	female	n/a
sub-2045	n/a	male	n/a
sub-2046	71.0	female	n/a
sub-2047	40.0	female	n/a
sub-2048	15.0	female	n/a
sub-2049	49.0	female	n/a
sub-2050	n/a	female	n/a
sub-2051	25.0	female	n/a
sub-2052	54.0	female	n/a
sub-2053	39.0	female	n/a
sub-2054	61.0	female	n/a
sub-2055	36.0	female	n/a
sub-2056	52.0	male	n/a
sub-2057	15.0	male	n/a
sub-2058	67.0	female	n/a
sub-2059	39.0	female	n/a
sub-2060	29.0	male	n/a
sub-2061	46.0	female	n/a
sub-2062	38.0	female	n/a
sub-2063	7.0	female	n/a
sub-2064	n/a	male	n/a
sub-2065	32.0	female	n/a
sub-2066	56.0	female	n/a
sub-2067	33.0	female	n/a
sub-2068	16.0	female	n/a
sub-2069	40.0	female	n/a
sub-2070	n/a	female	n/a
sub-2071	n/a	female	n/a
sub-2072	31.0	male	n/a
sub-2073	25.0	female	n/a
sub-2074	n/a	male	n/a
sub-2075	45.0	female	n/a
sub-2076	20.0	female	n/a
sub-2077	62.0	female	n/a
sub-2078	24.0	female	n/a
sub-2079	72.0	female	n/a
sub-2080	13.0	female	n/a
sub-2081	n/a	female	n/a
sub-2082	53.0	male	n/a
sub-2083	60.0	male	n/a
sub-2084	n/a	male	n/a
sub-2085	28.0	female	n/a
sub-2086	41.0	male	n/a
sub-2087	40.0	female	n/a
sub-2088	n/a	female	n/a
sub-2089	52.0	female	n/a
sub-2090	48.0	female	n/a
sub-2091	n/a	female	n/a
sub-2092	31.0	male	n/a
sub-2093	35.0	female	n/a
sub-2094	50.0	female	n/a
sub-2095	44.0	female	n/a
sub-2096	36.0	female	n/a
sub-2097	39.0	male	n/a
sub-2098	30.0	male	n/a
sub-2099	67.0	female	n/a
sub-2100	35.0	female	n/a
sub-2101	42.0	female	n/a
sub-2102	68.0	female	n/a
sub-2103	30.0	female	n/a
sub-2104	n/a	female	n/a
sub-2105	66.0	female	n/a
sub-2106	69.0	female	n/a
sub-2107	45.0	female	n/a
sub-2108	n/a	female	n/a
sub-2109	21.0	male	n/a
sub-2110	36.0	female	n/a
sub-2111	14.0	female	n/a
sub-2112	n/a	female	n/a
sub-2113	42.0	female	n/a
sub-2114	n/a	female	n/a
sub-2115	n/a	female	n/a
sub-2116	63.0	female	n/a
sub-2117	64.0	male	n/a
sub-2118	39.0	female	n/a
sub-2119	52.0	female	n/a
sub-2120	27.0	female	n/a
sub-2121	n/a	female	n/a
sub-2122	n/a	female	n/a
sub-2123	13.0	female	n/a
sub-2124	n/a	female	n/a
sub-2125	61.0	female	n/a
sub-2126	55.0	male	n/a
sub-2127	55.0	female	n/a
sub-2128	42.0	female	n/a
sub-2129	61.0	female	n/a
sub-2130	n/a	male	n/a
sub-2131	57.0	female	n/a
sub-2132	63.0	female	n/a
sub-2133	31.0	female	n/a
sub-2134	53.0	male	n/a
sub-2135	n/a	female	n/a
sub-2136	n/a	female	n/a
sub-2137	n/a	male	n/a
sub-2138	41.0	male	n/a
sub-2139	55.0	male	n/a
sub-2140	29.0	female	n/a
sub-2141	48.0	female	n/a
sub-2142	32.0	female	n/a
sub-2143	74.0	male	n/a
sub-2144	25.0	female	n/a
sub-2145	65.0	male	n/a
sub-2146	52.0	female	n/a
sub-2147	70.0	female	n/a
sub-2148	62.0	female	n/a
sub-2149	59.0	female	n/a
sub-2150	28.0	male	n/a
sub-2151	42.0	male	n/a
sub-2152	24.0	female	n/a
sub-2153	71.0	female	n/a
sub-2154	15.0	male	n/a
sub-2155	65.0	female	n/a
sub-2156	65.0	male	n/a
sub-2157	71.0	female	n/a
sub-2158	59.0	female	n/a
sub-2159	41.0	female	n/a
sub-2160	80.0	female	n/a
sub-2161	21.0	female	n/a
sub-2162	40.0	female	n/a
sub-2163	57.0	female	n/a
sub-2164	40.0	male	n/a
sub-2165	15.0	male	n/a
sub-2166	85.0	male	n/a
sub-2167	71.0	female	n/a
sub-2168	52.0	female	n/a
sub-2169	71.0	female	n/a
sub-2170	59.0	female	n/a
sub-2171	73.0	female	n/a
sub-2172	53.0	female	n/a
sub-2173	30.0	male	n/a
sub-2174	77.0	female	n/a
sub-2175	25.0	female	n/a
sub-2176	56.0	female	n/a
sub-2177	62.0	female	n/a
sub-2178	71.0	female	n/a
sub-2179	78.0	female	n/a
sub-2180	20.0	female	n/a
sub-2181	69.0	male	n/a
sub-2182	17.0	male	n/a
sub-2183	47.0	female	n/a
sub-2184	25.0	female	n/a
sub-2185	65.0	male	n/a
sub-2186	37.0	male	n/a
sub-2187	61.0	female	n/a
sub-2188	n/a	female	n/a
sub-2189	20.0	male	n/a
sub-2190	16.0	female	n/a
sub-2191	70.0	female	n/a
sub-2192	19.0	female	n/a
sub-2193	61.0	female	n/a
sub-2194	67.0	female	n/a
sub-2195	39.0	male	n/a
sub-2196	71.0	female	n/a
sub-2197	57.0	male	n/a
sub-2198	88.0	female	n/a
sub-2199	20.0	male	n/a
sub-2200	32.0	female	n/a
sub-2201	20.0	female	n/a
sub-2202	59.0	female	n/a
sub-2203	71.0	female	n/a
sub-2204	38.0	female	n/a
sub-2205	78.0	female	n/a
sub-2206	16.0	female	n/a
sub-2207	1.0	female	n/a
sub-2208	22.0	female	n/a
sub-2209	75.0	female	n/a
sub-2210	47.0	female	n/a
sub-2211	20.0	male	n/a
sub-2212	62.0	female	n/a
sub-2213	19.0	female	n/a
sub-2214	28.0	male	n/a
sub-2215	32.0	female	n/a
sub-2216	62.0	female	n/a
sub-2217	76.0	female	n/a
sub-2218	22.0	female	n/a
sub-2219	62.0	female	n/a
sub-2220	8.0	male	n/a
sub-2221	89.0	female	n/a
sub-2222	n/a	female	n/a
sub-2223	8.0	male	n/a
sub-2224	73.0	female	n/a
sub-2225	60.0	male	n/a
sub-2226	36.0	female	n/a
sub-2227	85.0	male	n/a
sub-2228	74.0	female	n/a
sub-2229	15.0	male	n/a
sub-2230	65.0	female	n/a
sub-2231	75.0	female	n/a
sub-2232	1.0	female	n/a
sub-2233	78.0	female	n/a
sub-2234	42.0	male	n/a
sub-2235	59.0	female	n/a
sub-2236	79.0	female	n/a
sub-2237	68.0	female	n/a
sub-2238	67.0	female	n/a
sub-2239	22.0	female	n/a
sub-2240	59.0	female	n/a
sub-2241	n/a	male	n/a
sub-2242	19.0	female	n/a
sub-2243	31.0	female	n/a
sub-2244	66.0	female	n/a
sub-2245	n/a	male	n/a
sub-2246	n/a	male	n/a
sub-2247	n/a	female	n/a
sub-2248	n/a	male	n/a
sub-2249	n/a	female	n/a
sub-2250	38.0	male	n/a
sub-2251	n/a	female	n/a
sub-2252	n/a	female	n/a
sub-2253	n/a	female	n/a
sub-2254	n/a	female	n/a
sub-2255	n/a	female	n/a
sub-2256	n/a	male	n/a
sub-2257	n/a	female	n/a
sub-2258	n/a	n/a	n/a
sub-2259	67.0	male	n/a
sub-2260	n/a	male	n/a
sub-2261	n/a	female	n/a
sub-2262	n/a	male	n/a
sub-2263	n/a	female	n/a
sub-2264	n/a	male	n/a
sub-2265	n/a	female	n/a
sub-2266	n/a	female	n/a
sub-2267	n/a	n/a	n/a
sub-2268	n/a	male	n/a
sub-2269	n/a	male	n/a
sub-2270	n/a	female	n/a
sub-2271	37.0	female	n/a
sub-2272	n/a	female	n/a
sub-2273	n/a	female	n/a
sub-2274	n/a	male	n/a
sub-2275	n/a	female	n/a
sub-2276	n/a	male	n/a
sub-2277	n/a	female	n/a
sub-2278	n/a	female	n/a
sub-2279	n/a	female	n/a
sub-2280	n/a	female	n/a
sub-2281	n/a	female	n/a
sub-2282	n/a	male	n/a
sub-2283	n/a	female	n/a
sub-2284	62.0	female	n/a
sub-2285	n/a	female	n/a
sub-2286	n/a	female	n/a
sub-2287	n/a	female	n/a
sub-2288	n/a	female	n/a
sub-2289	n/a	female	n/a
sub-2290	n/a	female	n/a
sub-2291	70.0	female	n/a
sub-2292	n/a	male	n/a
sub-2293	n/a	male	n/a
sub-2294	n/a	male	n/a
sub-2295	67.0	female	n/a
sub-2296	n/a	female	n/a
sub-2297	n/a	male	n/a
sub-2298	n/a	female	n/a
sub-2299	n/a	female	n/a
sub-2300	n/a	female	n/a
sub-2301	n/a	male	n/a
sub-2302	n/a	female	n/a
sub-2303	n/a	female	n/a
sub-2304	n/a	female	n/a
sub-2305	n/a	male	n/a
sub-2306	n/a	female	n/a
sub-2307	n/a	male	n/a
sub-2308	n/a	female	n/a
sub-2309	n/a	female	n/a
sub-2310	n/a	female	n/a
sub-2311	n/a	female	n/a
sub-2312	n/a	female	n/a
sub-2313	73.0	male	n/a
sub-2314	n/a	female	n/a
sub-2315	n/a	female	n/a
sub-2316	n/a	male	n/a
sub-2317	48.0	female	n/a
sub-2318	n/a	female	n/a
sub-2319	n/a	male	n/a
sub-2320	n/a	female	n/a
sub-2321	8.0	male	n/a
sub-2322	n/a	male	n/a
sub-2323	n/a	female	n/a
sub-2324	n/a	female	n/a
sub-2325	n/a	female	n/a
sub-2326	n/a	female	n/a
sub-2327	n/a	female	n/a
sub-2328	n/a	female	n/a
sub-2329	n/a	female	n/a
sub-2330	n/a	male	n/a
sub-2331	48.0	male	n/a
sub-2332	n/a	male	n/a
sub-2333	46.0	female	n/a
sub-2334	n/a	male	n/a
sub-2335	n/a	female	n/a
sub-2336	n/a	male	n/a
sub-2337	n/a	female	n/a
sub-2338	n/a	female	n/a
sub-2339	n/a	female	n/a
sub-2340	n/a	female	n/a
sub-2341	n/a	female	n/a
sub-2342	n/a	female	n/a
sub-2343	n/a	female	n/a
sub-2344	n/a	female	n/a
sub-2345	n/a	female	n/a
sub-2346	n/a	female	n/a
sub-2347	n/a	male	n/a
sub-2348	n/a	female	n/a
sub-2349	n/a	female	n/a
sub-2350	n/a	female	n/a
sub-2351	n/a	male	n/a
sub-2352	n/a	male	n/a
sub-2353	n/a	female	n/a
sub-2354	42.0	female	n/a
sub-2355	n/a	male	n/a
sub-2356	n/a	male	n/a
sub-2357	n/a	female	n/a
sub-2358	n/a	female	n/a
sub-2359	n/a	female	n/a
sub-2360	n/a	female	n/a
sub-2361	62.0	female	n/a
sub-2362	n/a	female	n/a
sub-2363	n/a	female	n/a
sub-2364	55.0	female	n/a
sub-2365	38.0	male	n/a
sub-2366	n/a	male	n/a
sub-2367	n/a	female	n/a
sub-2368	n/a	female	n/a
sub-2369	n/a	female	n/a
sub-2370	n/a	female	n/a
sub-2371	n/a	female	n/a
sub-2372	n/a	male	n/a
sub-2373	45.0	female	n/a
sub-2374	59.0	female	n/a
sub-2375	n/a	female	n/a
sub-2376	47.0	female	n/a
sub-2377	n/a	female	n/a
sub-2378	n/a	female	n/a
sub-2379	n/a	female	n/a
sub-2380	n/a	female	n/a
sub-2381	n/a	female	n/a
sub-2382	n/a	female	n/a
sub-2383	n/a	female	n/a
sub-2384	n/a	male	n/a
sub-2385	n/a	male	n/a
sub-2386	n/a	female	n/a
sub-2387	n/a	female	n/a
sub-2388	n/a	female	n/a
sub-2389	n/a	female	n/a
sub-2390	n/a	female	n/a
sub-2391	42.0	male	n/a
sub-2392	n/a	male	n/a
sub-2393	n/a	male	n/a
sub-2394	n/a	female	n/a
sub-2395	46.0	male	n/a
sub-2396	n/a	female	n/a
sub-2397	n/a	female	n/a
sub-2398	n/a	n/a	n/a
sub-2399	n/a	female	n/a
sub-2400	n/a	female	n/a
sub-2401	n/a	female	n/a
sub-2402	n/a	female	n/a
sub-2403	n/a	male	n/a
sub-2404	n/a	male	n/a
sub-2405	n/a	female	n/a
sub-2406	n/a	female	n/a
sub-2407	50.0	female	n/a
sub-2408	15.0	female	n/a
sub-2409	42.0	male	n/a
sub-2410	74.0	female	n/a
sub-2411	59.0	male	n/a
sub-2412	n/a	female	n/a
sub-2413	n/a	male	n/a
sub-2414	35.0	female	n/a
sub-2415	n/a	male	n/a
sub-2416	n/a	male	n/a
sub-2417	62.0	female	n/a
sub-2418	n/a	male	n/a
sub-2419	n/a	female	n/a
sub-2420	n/a	female	n/a
sub-2421	60.0	female	n/a
sub-2422	n/a	female	n/a
sub-2423	n/a	female	n/a
sub-2424	n/a	female	n/a
sub-2425	n/a	female	n/a
sub-2426	43.0	female	n/a
sub-2427	n/a	female	n/a
sub-2428	n/a	female	n/a
sub-2429	42.0	female	n/a
sub-2430	n/a	female	n/a
sub-2431	n/a	male	n/a
sub-2432	n/a	female	n/a
sub-2433	n/a	female	n/a
sub-2434	n/a	female	n/a
sub-2435	n/a	female	n/a
sub-2436	n/a	female	n/a
sub-2437	n/a	female	n/a
sub-2438	n/a	female	n/a
sub-2439	n/a	female	n/a
sub-2440	n/a	male	n/a
sub-2441	n/a	female	n/a
sub-2442	n/a	female	n/a
sub-2443	n/a	female	n/a
sub-2444	n/a	female	n/a
sub-2445	65.0	male	n/a
sub-2446	n/a	female	n/a
sub-2447	n/a	male	n/a
sub-2448	n/a	female	n/a
sub-2449	34.0	male	n/a
sub-2450	n/a	male	n/a
sub-2451	n/a	male	n/a
sub-2452	n/a	female	n/a
sub-2453	n/a	female	n/a
sub-2454	38.0	male	n/a
sub-2455	n/a	female	n/a
sub-2456	n/a	male	n/a
sub-2457	49.0	female	n/a
sub-2458	n/a	female	n/a
sub-2459	n/a	female	n/a
sub-2460	65.0	female	n/a
sub-2461	n/a	male	n/a
sub-2462	n/a	female	n/a
sub-2463	n/a	female	n/a
sub-2464	n/a	male	n/a
sub-2465	n/a	male	n/a
sub-2466	n/a	female	n/a
sub-2467	44.0	female	n/a
sub-2468	n/a	female	n/a
sub-2469	n/a	male	n/a
sub-2470	n/a	female	n/a
sub-2471	n/a	male	n/a
sub-2472	n/a	female	n/a
sub-2473	n/a	female	n/a
sub-2474	29.0	female	n/a
sub-2475	n/a	female	n/a
sub-2476	62.0	female	n/a
sub-2477	n/a	female	n/a
sub-2478	n/a	male	n/a
sub-2479	n/a	female	n/a
sub-2480	7.0	male	n/a
sub-2481	n/a	female	n/a
sub-2482	n/a	female	n/a
sub-2483	n/a	female	n/a
sub-2484	n/a	female	n/a
sub-2485	40.0	male	n/a
sub-2486	n/a	male	n/a
sub-2487	n/a	female	n/a
sub-2488	n/a	male	n/a
sub-2489	n/a	female	n/a
sub-2490	n/a	female	n/a
sub-2491	n/a	male	n/a
sub-2492	n/a	female	n/a
sub-2493	n/a	female	n/a
sub-2494	n/a	male	n/a
sub-2495	n/a	male	n/a
sub-2496	n/a	female	n/a
sub-2497	n/a	male	n/a
sub-2498	n/a	female	n/a
sub-2499	57.0	male	n/a
sub-2500	n/a	female	n/a
sub-2501	n/a	female	n/a
sub-2502	n/a	female	n/a
sub-2503	n/a	female	n/a
sub-2504	n/a	female	n/a
sub-2505	27.0	female	n/a
sub-2506	n/a	male	n/a
sub-2507	n/a	male	n/a
sub-2508	n/a	male	n/a
sub-2509	n/a	female	n/a
sub-2510	n/a	female	n/a
sub-2511	n/a	female	n/a
sub-2512	n/a	female	n/a
sub-2513	n/a	male	n/a
sub-2514	n/a	female	n/a
sub-2515	n/a	male	n/a
sub-2516	n/a	female	n/a
sub-2517	n/a	male	n/a
sub-2518	n/a	male	n/a
sub-2519	n/a	female	n/a
sub-2520	n/a	male	n/a
sub-2521	n/a	female	n/a
sub-2522	n/a	female	n/a
sub-2523	68.0	male	n/a
sub-2524	n/a	female	n/a
sub-2525	79.0	female	n/a
sub-2526	n/a	female	n/a
sub-2527	n/a	female	n/a
sub-2528	n/a	female	n/a
sub-2529	n/a	female	n/a
sub-2530	10.0	female	n/a
sub-2531	14.0	female	n/a
sub-2532	n/a	female	n/a
sub-2533	n/a	female	n/a
sub-2534	n/a	female	n/a
sub-2535	n/a	female	n/a
sub-2536	n/a	female	n/a
sub-2537	n/a	female	n/a
sub-2538	n/a	female	n/a
sub-2539	n/a	female	n/a
sub-2540	n/a	female	n/a
sub-2541	n/a	female	n/a
sub-2542	11.0	male	n/a
sub-2543	73.0	female	n/a
sub-2544	n/a	female	n/a
sub-2545	n/a	male	n/a
sub-2546	n/a	female	n/a
sub-2547	n/a	female	n/a
sub-2548	n/a	male	n/a
sub-2549	12.0	female	n/a
sub-2550	n/a	female	n/a
sub-2551	n/a	female	n/a
sub-2552	n/a	female	n/a
sub-2553	n/a	male	n/a
sub-2554	62.0	male	n/a
sub-2555	n/a	female	n/a
sub-2556	n/a	female	n/a
sub-2557	n/a	female	n/a
sub-2558	n/a	female	n/a
sub-2559	n/a	male	n/a
sub-2560	n/a	female	n/a
sub-2561	n/a	female	n/a
sub-2562	n/a	male	n/a
sub-2563	n/a	female	n/a
sub-2564	n/a	female	n/a
sub-2565	68.0	female	n/a
sub-2566	n/a	male	n/a
sub-2567	n/a	female	n/a
sub-2568	10.0	female	n/a
sub-2569	53.0	female	n/a
sub-2570	n/a	female	n/a
sub-2571	n/a	female	n/a
sub-2572	n/a	female	n/a
sub-2573	n/a	female	n/a
sub-2574	61.0	male	n/a
sub-2575	n/a	female	n/a
sub-2576	n/a	female	n/a
sub-2577	55.0	female	n/a
sub-2578	n/a	female	n/a
sub-2579	n/a	male	n/a
sub-2580	n/a	male	n/a
sub-2581	n/a	female	n/a
sub-2582	20.0	female	n/a
sub-2583	n/a	female	n/a
sub-2584	32.0	male	n/a
sub-2585	n/a	female	n/a
sub-2586	n/a	female	n/a
sub-2587	66.0	male	n/a
sub-2588	64.0	female	n/a
sub-2589	n/a	female	n/a
sub-2590	n/a	female	n/a
sub-2591	n/a	female	n/a
sub-2592	n/a	female	n/a
sub-2593	n/a	female	n/a
sub-2594	n/a	male	n/a
sub-2595	n/a	female	n/a
sub-2596	n/a	female	n/a
sub-2597	n/a	female	n/a
sub-2598	n/a	male	n/a
sub-2599	n/a	male	n/a
sub-2600	n/a	female	n/a
sub-2601	n/a	female	n/a
sub-2602	64.0	female	n/a
sub-2603	n/a	female	n/a
sub-2604	n/a	male	n/a
sub-2605	32.0	female	n/a
sub-2606	n/a	female	n/a
sub-2607	52.0	male	n/a
sub-2608	n/a	female	n/a
sub-2609	41.0	female	n/a
sub-2610	55.0	female	n/a
sub-2611	n/a	female	n/a
sub-2612	n/a	female	n/a
sub-2613	n/a	female	n/a
sub-2614	n/a	male	n/a
sub-2615	35.0	male	n/a
sub-2616	n/a	male	n/a
sub-2617	49.0	female	n/a
sub-2618	n/a	female	n/a
